Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
59d1db1a-ce02-e4bd-a1b6-4f983a43da0c,2017-05-15,,999-60-5752,,,,Garret233,Daniel959,,,,white,nonhispanic,M,Ware  Massachusetts  US,1095 Orn Common,Boxford,Massachusetts,Essex County,25009,01921,42.70633746189032,-71.0691792613837,10979.27,747.36,157416
afc76694-a3b5-c389-fa6b-c1805ba43980,1991-11-07,,999-91-6890,S99927320,X60434091X,Mrs.,Ryan260,Stehr398,,Hettinger594,M,white,nonhispanic,F,Wayland  Massachusetts  US,383 Veum Trafficway Apt 50,Marlborough,Massachusetts,Middlesex County,25017,01752,42.36782099072592,-71.52976277695312,1168225.66,401483.72,96845
ec2f9e5f-b335-29f5-b8b4-dd21a5b9e6b1,1986-04-25,,999-77-5911,S99923285,X67081567X,Ms.,Emerita401,Kovacek682,,,S,white,nonhispanic,F,New Bedford  Massachusetts  US,827 Halvorson Light Suite 80,Everett,Massachusetts,Middlesex County,25017,02148,42.41855482216521,-71.06050035600126,166547.11,1153477.19,32750
c5ec720e-a797-f57e-2c05-60f4a8302fa3,2008-06-07,,999-74-3776,,,,Gaylene599,Sporer811,,,,white,nonhispanic,F,Waltham  Massachusetts  US,707 Grimes Underpass Suite 49,Sturbridge,Massachusetts,Worcester County,25027,01566,42.08149248504465,-72.08984271595197,151616.67,0.00,69892
5e6620dd-d6ed-c08d-1b7b-4dda9f082b67,1994-07-16,,999-72-6031,S99929900,X6083716X,Mrs.,Kassie598,Hettinger594,,Padberg411,M,black,hispanic,F,Middleton  Massachusetts  US,365 McKenzie Gardens Suite 18,Chelsea,Massachusetts,Suffolk County,25017,02149,42.358015584349204,-71.02418545980095,109837.87,1206271.28,73544
eb6781c0-2e99-6393-281d-747e12e1cfda,2010-10-27,,999-10-1930,,,,Phillip440,Beer512,,,,white,nonhispanic,M,Worcester  Massachusetts  US,532 Cummings Manor,Malden,Massachusetts,Middlesex County,25017,02155,42.41038742959275,-71.09939148456657,22445.17,63.16,137679
480d6534-a3c9-5a14-a2a8-d26fca383b63,2003-04-05,,999-73-6747,S99994899,X57639073X,Mr.,Hugh686,Denesik803,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,472 Homenick Branch Unit 45,Westwood,Massachusetts,Norfolk County,,00000,42.20508765760682,-71.2618276590776,35803.34,2474.52,447350
2e78749a-9af2-2512-9f54-e895bc7b5a8a,1998-09-09,,999-20-5753,S99988102,X2098651X,Mr.,Lyman173,Beer512,,,,asian,nonhispanic,M,Cambridge  Massachusetts  US,185 Sporer Forge Apt 53,Lowell,Massachusetts,Middlesex County,25017,01852,42.65271814570144,-71.36744760665371,35283.15,12517.82,32065
38083bf6-4e79-8f60-ce76-89d63f254a2a,1961-01-10,,999-48-8500,S99996254,X59795040X,Mrs.,Tiffani287,Friesen796,,Connelly992,M,white,nonhispanic,F,Milton  Massachusetts  US,1053 Reilly Throughway,Wareham,Massachusetts,Plymouth County,,00000,41.726542107390706,-70.72726091666995,12535.55,826376.89,21543
134a33bc-c07e-1a4e-686c-42e1e8c38d2e,1964-05-26,,999-24-3848,S99938011,X72253865X,Mr.,Logan497,Hilll811,,,M,white,nonhispanic,M,Stoughton  Massachusetts  US,418 Trantow Trail Suite 10,Lakeville,Massachusetts,Plymouth County,,00000,41.84238346238707,-70.94145737505504,221168.15,0.00,60355
8e505491-503e-efde-6172-c98c12f0604d,1984-06-06,,999-64-8489,S99942116,X83797175X,Mr.,Jerald662,Lakin515,,,D,white,nonhispanic,M,Boxford  Massachusetts  US,673 Stoltenberg Gateway Unit 83,Ashland,Massachusetts,Middlesex County,,00000,42.23392178872582,-71.49192400123363,58470.90,867.55,40580
2e233b40-d9f1-9f6f-90cb-93ad664c1d3f,1962-11-14,,999-19-5205,S99957915,X31031986X,Mr.,Esteban536,Reilly981,,,W,white,nonhispanic,M,Springfield  Massachusetts  US,285 Von Row,Easthampton,Massachusetts,Hampshire County,25015,01027,42.248569639214125,-72.68908901943554,8921.04,129674.09,13037
d1200766-45e3-b051-7eb0-a6a7cc693d89,1973-05-23,,999-62-3214,S99912196,X68897718X,Mr.,Salvatore257,O'Hara248,,,S,white,nonhispanic,M,Springfield  Massachusetts  US,739 Hahn Heights Suite 83,Whitman,Massachusetts,Plymouth County,,00000,42.086708335356114,-70.93893709833661,17757.41,134206.24,21911
b2c185ee-91b6-7192-7d36-2278cc56abd4,2023-04-21,,999-10-4210,,,,Chasity985,Pagac496,,,,asian,nonhispanic,F,Daegu  Daegu  KR,409 Pouros Forge Unit 47,Boxborough,Massachusetts,Middlesex County,,00000,42.50205494950466,-71.53071796318486,3935.60,0.00,417309
272e8df5-0961-da24-c3fb-00714f62487e,1951-08-29,2002-12-05,999-98-1779,S99961477,X33358933X,Mr.,Jimmy858,Leffler128,,,M,white,nonhispanic,M,Natick  Massachusetts  US,749 Mueller Viaduct,Hanover,Massachusetts,Plymouth County,,00000,42.1468310659874,-70.8262462285271,61159.11,135957.59,153708
6878f6b4-c054-335f-19aa-b583ce277c91,1944-05-03,,999-47-8316,S99985264,X87731299X,Ms.,Lourdes258,Candelaria844,,,S,white,hispanic,F,San Salvador  El Salvador  SV,1066 Kub Meadow,Fitchburg,Massachusetts,Worcester County,25027,01420,42.647492688118696,-71.83651832491582,64595.27,1397192.84,4677
1f619032-e51e-5dc0-de9b-10dbaa95f4b0,1997-05-26,,999-63-1840,S99999322,X70866678X,Mr.,Sammy219,Williamson769,,,,white,nonhispanic,M,Haverhill  Massachusetts  US,685 Nikolaus Brook,Worcester,Massachusetts,Worcester County,25027,01608,42.306642382493195,-71.78245203497035,45075.79,3546.16,155374
42ae1fd0-8acd-5f12-3cbc-5df104f58924,1946-11-18,1999-05-23,999-80-5067,S99981641,X73751266X,Mr.,Hal307,Muller251,,,M,white,nonhispanic,M,Watertown  Massachusetts  US,786 Zemlak Annex Apt 38,North Adams,Massachusetts,Berkshire County,25003,01247,42.66813496227153,-73.1485535634719,48860.48,627909.75,18622
3dd07d7f-bdfd-51ee-7498-d69f8b003e80,1986-09-25,,999-32-4526,S99977277,X10949891X,Mr.,Byron202,Moen819,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,1036 Kirlin Corner,Lynn,Massachusetts,Essex County,25009,01907,42.529188871366244,-71.04767902357426,42069.37,1381.14,102831
f5ee3187-56d4-b080-e831-abfaef1ca9e3,1961-12-14,2013-01-09,999-58-6421,S99960015,X67733074X,Mr.,Andrea7,Jenkins714,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,579 Kemmer Mews Unit 8,Randolph,Massachusetts,Norfolk County,25021,02368,42.166120061927614,-71.08888307304422,7185.55,55829.35,7904
b3eb9238-cf3f-16e6-2d0b-6623317604ba,1951-08-29,2017-06-13,999-59-9305,S99935269,X67805167X,Mr.,Moises22,Reichert620,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,295 Gutmann Trafficway Apt 13,Hanover,Massachusetts,Plymouth County,,00000,42.08045923436906,-70.84304643398023,256014.10,393380.65,153708
36964c45-fea2-733d-420c-f63f8b74f501,1946-11-18,,999-73-1740,S99981361,X66317153X,Mr.,Nolan344,Larson43,,,M,white,nonhispanic,M,Rockport  Massachusetts  US,356 Bauch Road Unit 99,North Adams,Massachusetts,Berkshire County,25003,01247,42.664058889563954,-73.11240070499558,11556.24,318420.35,18622
6d569f04-8602-1679-1166-6120ebdb92a3,1954-05-01,,999-57-6565,S99990687,X51889906X,Mrs.,Janetta325,Rosenbaum794,,Weimann465,D,white,nonhispanic,F,Chelmsford  Massachusetts  US,812 Ledner Course Suite 92,Belmont,Massachusetts,Middlesex County,25017,02472,42.363753600423685,-71.19100898453934,635124.20,928876.49,45606
de19a19f-8ace-7f04-1b84-cbd9d7281dff,1951-08-29,,999-74-3478,S99966412,X63657511X,Mr.,Cameron381,Casper496,,,D,white,nonhispanic,M,Easthampton  Massachusetts  US,650 Ernser Light,Hanover,Massachusetts,Plymouth County,,00000,42.085324280350385,-70.82396073743062,115371.23,131672.95,153708
25b4c360-0dd9-4bb4-4ada-d14e98f06135,1965-11-28,2023-11-15,999-47-8748,S99961618,X42330073X,Mr.,Ronald408,Bernhard322,,,W,white,nonhispanic,M,Acushnet  Massachusetts  US,975 Daugherty Road Suite 59,Alford,Massachusetts,Berkshire County,,00000,42.251636508965376,-73.4073354265308,14062.14,208843.21,16608
46dbffd9-06e7-2582-8e76-09cec3a01cc5,1996-12-23,,999-40-9611,S99970568,X73171450X,Ms.,Thanh759,Ryan260,,,,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,1022 Cormier Rest,Boston,Massachusetts,Suffolk County,25025,02129,42.22678891924834,-71.13287363885505,8572.20,623932.03,12922
fc08ec44-d51a-31a8-8873-0be56a62ec1e,2007-03-01,,999-63-6915,S99984572,,,Edward499,Walsh511,,,,white,nonhispanic,F,Sagamore  Massachusetts  US,585 Lynch Mill Apt 72,Braintree,Massachusetts,Norfolk County,25021,02184,42.2154862101218,-71.03741305441842,2950.00,28743.52,10237
f5284452-d72d-9fee-71f2-0f1fce7fe00d,1963-09-01,2022-05-24,999-76-8568,S99999070,X71515395X,Mrs.,Dorcas534,Bernier607,,Kuvalis369,M,white,nonhispanic,F,Reading  Massachusetts  US,211 Lemke Brook,Dedham,Massachusetts,Norfolk County,25021,02090,42.27140245155484,-71.22358576224865,19104.87,1842830.52,5299
ab450380-327c-9089-a041-867f727b1eb7,1980-02-26,,999-71-3109,S99933259,X1705834X,Mr.,Lindsey52,D'Amore443,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,403 Russel Row Apt 42,Winthrop,Massachusetts,Suffolk County,25025,02128,42.387346337205756,-71.0004977890102,86109.10,4530.56,58113
a943d180-8426-a5bb-6569-6cf0bc4c74b7,2011-10-12,,999-55-7600,,,,Elisa944,Bosco882,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,644 Bahringer Manor,Revere,Massachusetts,Suffolk County,25025,02151,42.446717313348465,-70.96017203780508,21345.12,615.51,134942
eea59e9a-1fe0-4061-49ca-574167964da1,1961-12-14,,999-69-4693,S99932138,X749917X,Mr.,Hyman89,Hickle134,,,M,white,nonhispanic,M,Agawam  Massachusetts  US,939 Schultz Well Suite 11,Randolph,Massachusetts,Norfolk County,25021,02368,42.187805237395104,-71.02599072929353,64270.37,1221047.07,7904
08d5e3e2-8804-3bef-0f91-f668e23c6d07,1994-11-23,,999-63-7197,S99966038,X82776753X,Mr.,Graham902,Cormier289,,,M,asian,nonhispanic,M,Somerville  Massachusetts  US,467 Lowe Gateway,Lawrence,Massachusetts,Essex County,25009,01841,42.73388186952433,-71.11166335948033,5470.00,34027.62,15740
d154dba2-060e-932e-0c81-1da0b402da5e,1965-11-28,,999-13-9614,S99986556,X70308820X,Mr.,Leigh689,Mills423,,,M,white,nonhispanic,M,Gardner  Massachusetts  US,730 Kerluke Manor Unit 21,Alford,Massachusetts,Berkshire County,,00000,42.219566045123585,-73.422723481684,14357.05,287125.20,16608
37f2f463-8ea3-4678-4cd0-0c1596e89f0d,2008-08-21,,999-69-4843,,,,Stefanie819,Fisher429,,,,white,nonhispanic,F,Easton  Massachusetts  US,656 MacGyver Club,Cohasset,Massachusetts,Norfolk County,,00000,42.250760748335246,-70.83814212776491,27782.90,4331.91,494270
e5e26959-74ea-c57c-b4bb-c41633dd7244,2002-09-23,,999-24-9192,S99910272,X2932707X,Ms.,Fawn386,Schaden604,,,,black,nonhispanic,F,Westfield  Massachusetts  US,289 Stiedemann Park Suite 21,Grafton,Massachusetts,Worcester County,,00000,42.255735327974705,-71.63576291807125,38789.84,1004.64,135185
d1927f2e-3f8e-2f7f-dc0e-3a1aabd285e8,2022-06-26,,999-16-8978,,,,Youlanda785,Grady603,,,,white,nonhispanic,F,Somerville  Massachusetts  US,420 Stoltenberg Lock,Belmont,Massachusetts,Middlesex County,25017,02472,42.43454807946937,-71.2265784730863,6671.24,597.83,673559
d3941574-c1d2-1b33-5b5d-1484c4f1ab11,2001-11-02,,999-96-5271,S99920732,X42960282X,Mr.,Pedro316,Skiles927,,,,white,nonhispanic,M,Stoughton  Massachusetts  US,407 Dach Wynd,Northampton,Massachusetts,Hampshire County,25015,01063,42.30822611992132,-72.71256153843692,31461.48,82587.73,96496
5b3585ee-011a-808d-b3de-68693a698c71,1960-06-27,,999-16-1165,S99945389,X47363889X,Mr.,David908,Gómez206,,,M,white,hispanic,M,Gaudalajara  Jalisco  MX,466 Ferry Mission Apt 40,Leominster,Massachusetts,Worcester County,25027,01420,42.537300838040416,-71.74444715285185,93903.40,0.00,35966
57fe06b2-f031-d308-8b86-3aceb9029a4e,2017-01-30,,999-43-1188,,,,Mercedes82,Olson653,,,,white,nonhispanic,F,Gloucester  Massachusetts  US,337 Lesch Bypass,Lowell,Massachusetts,Middlesex County,25017,01850,42.65665795788728,-71.29693370599306,1150.00,9678.49,23863
249c2561-eb47-9015-a399-41abfbd49bcb,1950-02-04,,999-28-4215,S99937975,X25083765X,Ms.,Sadye922,O'Connell601,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,865 Ward View Suite 98,North Attleborough,Massachusetts,Bristol County,,00000,41.935379884123165,-71.35157797040009,1217412.79,436168.25,69359
638d7920-2a21-cb50-de12-9f2eaa29b629,1995-05-19,,999-14-9740,S99984193,X1157080X,Mrs.,Luanne915,Orn563,,Rodriguez71,M,white,nonhispanic,F,Malden  Massachusetts  US,901 Cassin Meadow Suite 69,Holliston,Massachusetts,Middlesex County,,00000,42.163544407226894,-71.46248215426684,123667.40,328041.70,129141
c46e12e1-fa24-2bed-cec9-973de959b145,1961-04-08,,999-34-6913,S99969120,X13384637X,Ms.,Ramona980,Tafoya874,,,S,white,hispanic,F,San Jose  San Jose  CR,163 Senger Track,Holyoke,Massachusetts,Hampden County,25013,01040,42.18227505816791,-72.65514429713356,575684.86,678817.29,255
0a4c4e06-0bb2-15dd-645f-8f49d2372073,1971-07-27,,999-78-6990,S99910812,X17636646X,Mr.,Monte325,Ritchie586,,,W,white,nonhispanic,M,Lynn  Massachusetts  US,531 Dickinson Wynd,Malden,Massachusetts,Middlesex County,25017,02148,42.3892118232411,-71.04057522764963,78314.86,0.00,41031
c2ecfca0-892a-6251-6708-4807753e40e6,2014-12-27,,999-38-7745,,,,José María211,Barreto785,,,,white,hispanic,M,San Juan  Puerto Rico  PR,450 Gerhold Green Apt 96,Lynn,Massachusetts,Essex County,25009,01902,42.45380559264655,-71.02374657705631,1350.00,10403.82,24032
60d04660-f381-4736-54cb-7ecab7ab2b58,2012-08-08,,999-28-4722,,,,Salvador46,Runolfsdottir785,,,,white,nonhispanic,M,Sandwich  Massachusetts  US,359 Nienow Forge,Westwood,Massachusetts,Norfolk County,,00000,42.21406728170634,-71.23300057961654,27205.31,12316.71,738792
0a3c8be3-6891-4392-4b2d-c52d50308c44,1976-09-20,,999-51-5257,S99980406,X81019679X,Mr.,Dannie881,Rowe323,,,M,white,nonhispanic,M,Stockbridge  Massachusetts  US,535 Johnston Row,Watertown,Massachusetts,Middlesex County,25017,02472,42.39351425167262,-71.2067360376047,58706.80,12567.88,70331
12c4666b-462f-e8de-3925-3fa3f25eea83,1966-07-15,,999-47-8744,S99972345,X39407584X,Mrs.,Scarlet110,Waelchi213,,Pagac496,M,white,nonhispanic,F,Shirley  Massachusetts  US,621 Kutch Loaf Suite 79,Boston,Massachusetts,Suffolk County,25025,02111,42.32746425222174,-71.03933396069614,731428.63,547805.39,62974
739ddea6-8a36-ef62-a4aa-c946e3547c0a,1961-05-10,2015-08-11,999-26-2129,S99990459,X25601349X,Mrs.,Timika369,Cummings51,,Hilll811,D,white,nonhispanic,F,Braintree  Massachusetts  US,520 Pollich Lane Unit 63,Fall River,Massachusetts,Bristol County,25005,02720,41.7029328206598,-71.01688267393729,479348.51,114806.73,92734
b051a66a-887a-0524-8476-ff18b3fc8eb3,1976-07-11,,999-64-5311,S99940508,X40949564X,Mrs.,Frederica279,Pollich983,,Hills818,D,white,nonhispanic,F,North Andover  Massachusetts  US,421 Schuppe Arcade,Sandwich,Massachusetts,Barnstable County,25001,02563,41.72664010037424,-70.5183467451604,94510.40,570167.90,24615
b946bf7c-ada1-ff5c-bc31-17ad12544f09,1961-05-10,,999-65-7298,S99995640,X81448269X,Ms.,Keira502,Adams676,,,S,white,nonhispanic,F,Spencer  Massachusetts  US,122 VonRueden Landing,Fall River,Massachusetts,Bristol County,25005,02724,41.69003446593631,-71.02005400610811,459707.34,64551.15,92734
8a72d573-93d3-715f-c62e-18154a682633,1963-09-01,2019-04-08,999-80-2615,S99968421,X26249459X,Mrs.,Valery629,Beer512,,Stiedemann542,M,white,nonhispanic,F,Barnstable  Massachusetts  US,113 O'Reilly Branch,Dedham,Massachusetts,Norfolk County,25021,02026,42.29563949076923,-71.22316210423503,159686.01,1237701.86,5299
b098a53d-e5ca-62cb-9697-e0354075994f,1966-03-08,2021-09-30,999-23-1936,S99991062,X9046412X,Mrs.,Elvira561,Zepeda235,,Cedillo160,M,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,676 Gusikowski Trail Suite 3,Belmont,Massachusetts,Middlesex County,25017,02472,42.345465995220444,-71.09806482626735,250297.64,1379843.12,172451
c36bab26-e999-0cb4-ae53-cfa14842da50,1991-11-22,,999-92-9853,S99911659,X76778603X,Mrs.,Vivienne78,Stark857,,Jaskolski867,M,white,nonhispanic,F,New Bedford  Massachusetts  US,1036 Volkman Bay,Springfield,Massachusetts,Hampden County,25013,01119,42.14367956273392,-72.52102278490047,9668.62,637425.16,19977
1c91f8de-2bbb-a772-347c-34b442aa412b,1987-08-25,,999-54-8149,S99923384,X45469901X,Mr.,Jamar151,Jakubowski832,,,M,white,nonhispanic,M,Reading  Massachusetts  US,558 Maggio Rue Unit 73,Merrimac,Massachusetts,Essex County,,00000,42.86515415148598,-71.06075775738601,51360.97,6447.09,152588
a5621792-44fb-dc49-95e4-c9500eceb9cb,1970-02-25,,999-81-4922,S99931442,X40822778X,Mrs.,Yer774,Dicki44,,Paucek755,M,white,nonhispanic,F,Stoneham  Massachusetts  US,235 Glover Crossroad Apt 11,Duxbury,Massachusetts,Plymouth County,25023,02332,42.02422510018353,-70.74738198387287,10978.10,1068632.31,20417
38a88c1e-bf9d-ed37-d7b3-c9a94627d2b0,1963-09-01,,999-32-8987,S99968681,X22072720X,Ms.,Martha161,Medhurst46,,,S,white,nonhispanic,F,Lowell  Massachusetts  US,463 Swift Extension Apt 4,Dedham,Massachusetts,Norfolk County,25021,02026,42.20190492393058,-71.17252442610842,16343.69,885644.30,5299
739c62a4-1bce-0af0-663b-60defe03b8f4,1986-03-04,,999-13-7843,S99968185,X35434543X,Mr.,Stephen891,Walter473,,,M,white,nonhispanic,M,Mashpee  Massachusetts  US,895 Murray Hollow Apt 39,Boston,Massachusetts,Suffolk County,25025,02120,42.22653332346107,-71.11131058366517,50519.57,80993.93,145268
dd9f82df-3cc5-fdc3-7a57-678f75cf89f5,1966-03-08,,999-42-4849,S99968574,X13244944X,Mrs.,Guillermina633,Lomeli256,,Guerrero997,D,white,hispanic,F,Ponce  Puerto Rico  PR,149 Wolff Dale,Belmont,Massachusetts,Middlesex County,25017,02472,42.372949174235465,-71.13769210899584,219116.27,815788.03,172451
f083f67e-b3d4-cf94-a59a-4f1b4bacbc8f,1956-05-11,,999-27-7376,S99913815,X4350755X,Mr.,Rashad361,Lynch190,,,D,white,nonhispanic,M,Westwood  Massachusetts  US,102 Balistreri Skyway Apt 31,Sutton,Massachusetts,Worcester County,,00000,42.104891354144726,-71.73934697032182,92667.79,42174.10,143261
d14f33ff-cb95-5ab9-768b-473252e2cad7,2003-10-01,,999-73-6544,S99921826,X24204330X,Ms.,Margarette462,Bechtelar572,,,,white,nonhispanic,F,Needham  Massachusetts  US,184 Jaskolski Viaduct,New Bedford,Massachusetts,Bristol County,25005,02747,41.622836729585444,-70.91553373370456,9073.64,749700.04,59192
7d111ffb-5a2c-79ef-0fd7-906f43ba3540,1952-02-09,,999-64-6590,S99974221,X8277528X,Mr.,Hernán834,Solís294,,,M,white,hispanic,M,Bayamon  Puerto Rico  PR,945 Jaskolski Fort,Beverly,Massachusetts,Essex County,25009,01915,42.55480211970335,-70.8560883094105,103438.12,107382.53,143699
e74ac32b-102c-8a1d-cd6c-3b337cf8614d,1969-03-30,,999-88-6629,S99925172,X70746644X,Mrs.,Cuc113,Rolfson709,,Aufderhar910,M,white,nonhispanic,F,Billerica  Massachusetts  US,958 Ritchie Trafficway Unit 83,Quincy,Massachusetts,Norfolk County,25021,02171,42.26068998858823,-70.98387459475258,947354.89,810577.33,64255
